Index,Type,Group,Day,Time,Venue,Remark
39602,LEC,L1,WED,1130-1430,NIE7-02-07,
39603,LEC,L2,WED,1430-1730,NIE7-02-07,
39604,LEC,LE,MON,1130-1430,NIE3-B2-01,
39605,LEC,LE,MON,1430-1730,NIE3-B2-01,
39608,LEC,L1,MON,1130-1430,3C-B2-01,
39609,LEC,L2,MON,1430-1730,3C-B2-01,
39610,LEC,L3,MON,1330-1630,NIE3-B1-05,
39611,LEC,L4,TUE,1430-1730,3C-B2-01,
39612,LEC,L5,WED,1130-1430,3C-B2-01,
39613,LEC,L6,WED,1430-1730,3C-B2-01,
39614,LEC,L7,THU,1230-1530,3C-B2-01,
39615,LEC,L8,FRI,1230-1530,3C-B2-01,
39616,LEC,L1,MON,1630-1930,NIE3-B1-05,
39617,LEC,L2,FRI,1630-1930,NIE3-B1-05,
39618,LEC,L1,THU,0830-1130,NIE3-B2-01,
39619,LEC,L2,FRI,0930-1230,NIE3-B2-01,
39620,LEC,L1,WED,1130-1430,NIE3-B2-01,
39621,LEC,L2,THU,1430-1730,NIE3-B2-01,
39622,LEC,L3,WED,1430-1730,NIE3-B2-01,
39623,LEC,LE,FRI,1430-1730,NIE3-B1-06,
39627,LEC,L2,MON,1330-1630,NIE3-B1-10,
39628,LEC,L3,TUE,1030-1330,NIE3-B1-10,
39629,LEC,L4,TUE,1330-1630,NIE3-B1-10,
39630,LEC,L1,MON,1430-1730,NIE3-B1-08,
39631,LEC,L2,WED,1430-1730,NIE3-B1-08,
39635,LEC,LE,THU,0930-1230,NIE3-B1-06,
39638,LEC,LE,FRI,0930-1230,NIE3-B1-06,
39639,LEC,LE,WED,1130-1430,NIE3-B1-06,
39640,LEC,L1,TUE,0830-1130,NIE3-B2-03,
39641,LEC,L2,TUE,1230-1530,NIE3-B2-03,
39642,LEC,L3,TUE,1530-1830,NIE3-B2-03,
39643,LEC,L4,WED,0830-1130,NIE3-B2-03,
39644,LEC,L1,WED,1230-1530,NIE3-B2-03,
39645,LEC,L2,WED,1530-1830,NIE3-B2-03,
39646,LEC,LE,FRI,1530-1830,3A-B2-09,
39415,LEC,LE,TUE,1130-1430,NIE7-02-32,
39415,LEC,LE,THU,1430-1630,NIE7-02-32,
39201,LEC,LE,THU,0930-1230,NIE3-B1-10,"Teaching Wk1-7,9-13"
39293,LEC,LE,THU,0930-1100,NIE7 LT2,
39293,TUT,T,FRI,0930-1100,NIE3-1-312,
39294,LEC,LE,WED,0830-1000,NIE3 LT 8,Teaching Wk2
39294,LEC,LE,WED,0830-1000,NIE2 LT 7,Teaching Wk3-13
39294,TUT,T,FRI,1100-1230,NIE2 LT 7,Teaching Wk3
39294,TUT,T,FRI,1100-1230,NIE3 TR312,"Teaching Wk2,4-13"
39291,LEC,LE,MON,1130-1430,NIE7 TR710,Teaching Wk2
39291,LEC,LE,MON,1130-1430,NIE2 TR215,Teaching Wk3-13
39292,LEC,LE2,TUE,1130-1430,NIE TR317,
39295,LEC,LE,TUE,0830-0930,NIE3-1-317,
39295,TUT,T,THU,1430-1630,NIE5-1-506,
39296,LEC,LE,MON,1030-1200,NIE3-1-314,
39296,TUT,T,THU,1300-1430,NIE3-1-304,
39321,LEC,LE,THU,1130-1230,NIE3-02-24,
39321,TUT,T,THU,1230-1430,NIE3-02-24,
39322,LEC,LE,FRI,1430-1730,NIE3-TR302,
39322,LEC,LE,FRI,1430-1730,NIE2-TR211,
39322,LEC,LE,FRI,1430-1730,NIE2-TR211,
39651,LEC,LE,THU,1230-1530,NIE3-01-01,
39652,LEC,LE,MON,1230-1530,NIE3-02-04,
39653,LEC,LE,TUE,0930-1230,ONLINE,
39649,LEC,LE,MON,0830-1130,NIE3-02-18,
39647,LEC,LE,WED,1630-1930,NIE3-02-07,
39648,LEC,LE,THU,0830-1130,NIE3-02-04,
39650,LEC,LE,THU,1130-1430,NIE3-02-09,
39655,LEC,LE,MON,1630-1830,NIE3-01-05,
39656,LEC,LE,TUE,1530-1730,NIE3-02-18,
39657,LEC,LE,TUE,1430-1630,NIE3-01-05,
39658,LEC,LE,WED,1630-1930,NIE3-02-04,
39660,LEC,LE,FRI,1830-2130,NIE3-01-05,
39659,LEC,LE,THU,1430-1730,NIE3-02-04,
39662,LEC,L1,WED,1430-1630,NIE3-02-18,
39663,LEC,L2,WED,1630-1830,NIE3-02-18,
39664,LEC,L1,WED,1330-1530,NIE3-01-01,
39665,LEC,L2,WED,1530-1730,NIE3-01-01,
39666,LEC,LE,WED,1630-1930,NIE3-02-04,
39667,LEC,L1,THU,1630-1930,NIE3-01-01,
39668,LEC,L2,FRI,1430-1730,NIE3-01-01,
39669,LEC,LE,FRI,1830-2130,NIE3-01-05,
39323,LEC,LE,TUE,1630-1830,NIE3-TR318,
39323,TUT,T,WED,1130-1230,NIE3-TR309,
39417,LEC,LE,WED,1130-1430,NIE7-02-12,
39674,LEC,LE,THU,1230-1530,3A-B2-03,
39675,LEC,LE,WED,1530-1830,3A-B2-03,
39676,LEC,LE,FRI,1230-1530,3A-B2-03,
00323,SEM,1,TUE,0930-1230,S4-SR17,
00324,SEM,2,TUE,1430-1730,S4-SR17,
00325,SEM,3,WED,0930-1230,S3-SR9,
00326,SEM,4,WED,1430-1730,S3-SR2,
00327,SEM,5,MON,0930-1230,S4-SR6,
00328,SEM,6,MON,1430-1730,S4-SR6,
00471,SEM,1,MON,0830-1030,S4-SR18,
00472,SEM,2,MON,1030-1230,S4-SR18,
00473,SEM,3,MON,1030-1230,S3-SR2,
00474,SEM,4,MON,1330-1530,LHS-TR+47,
00475,SEM,5,MON,1330-1530,S3-SR3,
00476,SEM,6,MON,0830-1030,S3-SR7,
00477,SEM,7,WED,0830-1030,S4-SR19,
00478,SEM,8,WED,1030-1230,S4-SR19,
00479,SEM,9,WED,1030-1230,S4-SR24,
00480,SEM,10,WED,1430-1630,S4-SR15,
00481,SEM,11,WED,1430-1630,LHS-TR+53,
00482,SEM,12,WED,1630-1830,S4-SR15,
00483,SEM,13,WED,1630-1830,LHS-TR+53,
00484,SEM,14,FRI,0830-1030,S4-SR3,
00485,SEM,15,FRI,0830-1030,S4-SR6,
00486,SEM,16,FRI,1030-1230,S4-SR3,
00487,SEM,17,FRI,1330-1530,S4-SR3,
00488,SEM,18,FRI,1530-1730,S4-SR3,
01001,SEM,19,TUE,0830-1030,LHS-TR+47,
01002,SEM,20,TUE,1030-1230,LHS-TR+47,
00612,SEM,1,WED,0930-1230,ONLINE,
00613,SEM,2,TUE,0930-1230,ONLINE,
00618,SEM,1,MON,0930-1230,S4-SR8,
00619,SEM,2,FRI,0930-1230,S4-SR10,
00620,SEM,3,WED,0930-1230,S4-SR6,
00739,LEC,1,TUE,1830-2130,LKC-LT,Teaching Wk13
00739,LEC,1,TUE,1830-2130,LT27,Teaching Wk13
00739,LEC,1,TUE,1830-2130,LT26,Teaching Wk13
00739,SEM,1,WED,1430-1630,S4-CL1,
00740,LEC,1,TUE,1830-2130,LKC-LT,Teaching Wk13
00740,LEC,1,TUE,1830-2130,LT27,Teaching Wk13
00740,LEC,1,TUE,1830-2130,LT26,Teaching Wk13
00740,SEM,2,WED,1630-1830,S4-CL1,
00741,LEC,1,TUE,1830-2130,LKC-LT,Teaching Wk13
00741,LEC,1,TUE,1830-2130,LT27,Teaching Wk13
00741,LEC,1,TUE,1830-2130,LT26,Teaching Wk13
00741,SEM,3,THU,0830-1030,S4-CL1,
00742,LEC,1,TUE,1830-2130,LKC-LT,Teaching Wk13
00742,LEC,1,TUE,1830-2130,LT27,Teaching Wk13
00742,LEC,1,TUE,1830-2130,LT26,Teaching Wk13
00742,SEM,4,THU,0830-1030,S4-CL2,
00743,LEC,1,TUE,1830-2130,LKC-LT,Teaching Wk13
00743,LEC,1,TUE,1830-2130,LT27,Teaching Wk13
00743,LEC,1,TUE,1830-2130,LT26,Teaching Wk13
00743,SEM,5,THU,0830-1030,S4-CL3,
00744,LEC,1,TUE,1830-2130,LKC-LT,Teaching Wk13
00744,LEC,1,TUE,1830-2130,LT27,Teaching Wk13
00744,LEC,1,TUE,1830-2130,LT26,Teaching Wk13
00744,SEM,6,THU,0830-1030,S4-CL4,
00745,LEC,1,TUE,1830-2130,LKC-LT,Teaching Wk13
00745,LEC,1,TUE,1830-2130,LT27,Teaching Wk13
00745,LEC,1,TUE,1830-2130,LT26,Teaching Wk13
00745,SEM,7,THU,0830-1030,S4-CL5,
00746,LEC,1,TUE,1830-2130,LKC-LT,Teaching Wk13
00746,LEC,1,TUE,1830-2130,LT27,Teaching Wk13
00746,LEC,1,TUE,1830-2130,LT26,Teaching Wk13
00746,SEM,8,THU,0830-1030,S4-CL6,
00747,LEC,1,TUE,1830-2130,LKC-LT,Teaching Wk13
00747,LEC,1,TUE,1830-2130,LT27,Teaching Wk13
00747,LEC,1,TUE,1830-2130,LT26,Teaching Wk13
00747,SEM,9,THU,0830-1030,S4-CL7,
00748,LEC,1,TUE,1830-2130,LKC-LT,Teaching Wk13
00748,LEC,1,TUE,1830-2130,LT27,Teaching Wk13
00748,LEC,1,TUE,1830-2130,LT26,Teaching Wk13
00748,SEM,10,THU,0830-1030,S4-CL8,
00749,LEC,1,TUE,1830-2130,LKC-LT,Teaching Wk13
00749,LEC,1,TUE,1830-2130,LT27,Teaching Wk13
00749,LEC,1,TUE,1830-2130,LT26,Teaching Wk13
00749,SEM,11,THU,1030-1230,S4-CL1,
00750,LEC,1,TUE,1830-2130,LKC-LT,Teaching Wk13
00750,LEC,1,TUE,1830-2130,LT27,Teaching Wk13
00750,LEC,1,TUE,1830-2130,LT26,Teaching Wk13
00750,SEM,12,THU,1030-1230,S4-CL2,
00751,LEC,1,TUE,1830-2130,LKC-LT,Teaching Wk13
00751,LEC,1,TUE,1830-2130,LT27,Teaching Wk13
00751,LEC,1,TUE,1830-2130,LT26,Teaching Wk13
00751,SEM,13,THU,1030-1230,S4-CL3,
00752,LEC,1,TUE,1830-2130,LKC-LT,Teaching Wk13
00752,LEC,1,TUE,1830-2130,LT27,Teaching Wk13
00752,LEC,1,TUE,1830-2130,LT26,Teaching Wk13
00752,SEM,14,THU,1030-1230,S4-CL4,
00753,LEC,1,TUE,1830-2130,LKC-LT,Teaching Wk13
00753,LEC,1,TUE,1830-2130,LT27,Teaching Wk13
00753,LEC,1,TUE,1830-2130,LT26,Teaching Wk13
00753,SEM,15,THU,1030-1230,S4-CL5,
00754,LEC,1,TUE,1830-2130,LKC-LT,Teaching Wk13
00754,LEC,1,TUE,1830-2130,LT27,Teaching Wk13
00754,LEC,1,TUE,1830-2130,LT26,Teaching Wk13
00754,SEM,16,THU,1030-1230,S4-CL6,
00755,LEC,1,TUE,1830-2130,LKC-LT,Teaching Wk13
00755,LEC,1,TUE,1830-2130,LT27,Teaching Wk13
00755,LEC,1,TUE,1830-2130,LT26,Teaching Wk13
00755,SEM,17,THU,1030-1230,S4-CL7,
00756,LEC,1,TUE,1830-2130,LKC-LT,Teaching Wk13
00756,LEC,1,TUE,1830-2130,LT27,Teaching Wk13
00756,LEC,1,TUE,1830-2130,LT26,Teaching Wk13
00756,SEM,18,THU,1030-1230,S4-CL8,
00757,LEC,1,TUE,1830-2130,LKC-LT,Teaching Wk13
00757,LEC,1,TUE,1830-2130,LT27,Teaching Wk13
00757,LEC,1,TUE,1830-2130,LT26,Teaching Wk13
00757,SEM,19,FRI,0830-1030,S4-CL1,
00758,LEC,1,TUE,1830-2130,LKC-LT,Teaching Wk13
00758,LEC,1,TUE,1830-2130,LT27,Teaching Wk13
00758,LEC,1,TUE,1830-2130,LT26,Teaching Wk13
00758,SEM,20,FRI,0830-1030,S4-CL2,
00759,LEC,1,TUE,1830-2130,LKC-LT,Teaching Wk13
00759,LEC,1,TUE,1830-2130,LT27,Teaching Wk13
00759,LEC,1,TUE,1830-2130,LT26,Teaching Wk13
00759,SEM,21,FRI,0830-1030,S4-CL3,
00760,LEC,1,TUE,1830-2130,LKC-LT,Teaching Wk13
00760,LEC,1,TUE,1830-2130,LT27,Teaching Wk13
00760,LEC,1,TUE,1830-2130,LT26,Teaching Wk13
00760,SEM,22,FRI,0830-1030,S4-CL4,
00761,LEC,1,TUE,1830-2130,LKC-LT,Teaching Wk13
00761,LEC,1,TUE,1830-2130,LT27,Teaching Wk13
00761,LEC,1,TUE,1830-2130,LT26,Teaching Wk13
00761,SEM,23,FRI,0830-1030,S4-CL5,
00762,LEC,1,TUE,1830-2130,LKC-LT,Teaching Wk13
00762,LEC,1,TUE,1830-2130,LT27,Teaching Wk13
00762,LEC,1,TUE,1830-2130,LT26,Teaching Wk13
00762,SEM,24,FRI,0830-1030,S4-CL6,
00763,LEC,1,TUE,1830-2130,LKC-LT,Teaching Wk13
00763,LEC,1,TUE,1830-2130,LT27,Teaching Wk13
00763,LEC,1,TUE,1830-2130,LT26,Teaching Wk13
00763,SEM,25,FRI,0830-1030,S4-CL7,
00764,LEC,1,TUE,1830-2130,LKC-LT,Teaching Wk13
00764,LEC,1,TUE,1830-2130,LT27,Teaching Wk13
00764,LEC,1,TUE,1830-2130,LT26,Teaching Wk13
00764,SEM,26,FRI,0830-1030,S4-CL8,
00765,LEC,1,TUE,1830-2130,LKC-LT,Teaching Wk13
00765,LEC,1,TUE,1830-2130,LT27,Teaching Wk13
00765,LEC,1,TUE,1830-2130,LT26,Teaching Wk13
00765,SEM,27,FRI,1030-1230,S4-CL1,
00766,LEC,1,TUE,1830-2130,LKC-LT,Teaching Wk13
00766,LEC,1,TUE,1830-2130,LT27,Teaching Wk13
00766,LEC,1,TUE,1830-2130,LT26,Teaching Wk13
00766,SEM,28,FRI,1030-1230,S4-CL2,
00767,LEC,1,TUE,1830-2130,LKC-LT,Teaching Wk13
00767,LEC,1,TUE,1830-2130,LT27,Teaching Wk13
00767,LEC,1,TUE,1830-2130,LT26,Teaching Wk13
00767,SEM,29,FRI,1030-1230,S4-CL3,
00768,LEC,1,TUE,1830-2130,LKC-LT,Teaching Wk13
00768,LEC,1,TUE,1830-2130,LT27,Teaching Wk13
00768,LEC,1,TUE,1830-2130,LT26,Teaching Wk13
00768,SEM,30,FRI,1030-1230,S4-CL4,
00769,LEC,1,TUE,1830-2130,LKC-LT,Teaching Wk13
00769,LEC,1,TUE,1830-2130,LT27,Teaching Wk13
00769,LEC,1,TUE,1830-2130,LT26,Teaching Wk13
00769,SEM,31,FRI,1030-1230,S4-CL5,
00770,LEC,1,TUE,1830-2130,LKC-LT,Teaching Wk13
00770,LEC,1,TUE,1830-2130,LT27,Teaching Wk13
00770,LEC,1,TUE,1830-2130,LT26,Teaching Wk13
00770,SEM,32,FRI,1030-1230,S4-CL6,
00771,LEC,1,TUE,1830-2130,LKC-LT,Teaching Wk13
00771,LEC,1,TUE,1830-2130,LT27,Teaching Wk13
00771,LEC,1,TUE,1830-2130,LT26,Teaching Wk13
00771,SEM,33,FRI,1030-1230,S4-CL7,
00772,LEC,1,TUE,1830-2130,LKC-LT,Teaching Wk13
00772,LEC,1,TUE,1830-2130,LT26,Teaching Wk13
00772,LEC,1,TUE,1830-2130,LT27,Teaching Wk13
00772,SEM,34,FRI,1030-1230,S4-CL8,
00777,LEC,1,THU,1830-2130,LT26,Teaching Wk12
00777,LEC,1,THU,1830-2130,LKC-LT,Teaching Wk12
00777,SEM,1,MON,0830-1230,S4-CL1,
00778,LEC,1,THU,1830-2130,LT26,Teaching Wk12
00778,LEC,1,THU,1830-2130,LKC-LT,Teaching Wk12
00778,SEM,2,MON,0830-1230,S4-CL2,
00779,LEC,1,THU,1830-2130,LT26,Teaching Wk12
00779,LEC,1,THU,1830-2130,LKC-LT,Teaching Wk12
00779,SEM,3,MON,0830-1230,S4-CL3,
00780,LEC,1,THU,1830-2130,LT26,Teaching Wk12
00780,LEC,1,THU,1830-2130,LKC-LT,Teaching Wk12
00780,SEM,4,MON,0830-1230,S4-CL4,
00781,LEC,1,THU,1830-2130,LT26,Teaching Wk12
00781,LEC,1,THU,1830-2130,LKC-LT,Teaching Wk12
00781,SEM,5,MON,0830-1230,S4-CL5,
00782,LEC,1,THU,1830-2130,LT26,Teaching Wk12
00782,LEC,1,THU,1830-2130,LKC-LT,Teaching Wk12
00782,SEM,6,MON,0830-1230,S4-CL6,
00783,LEC,1,THU,1830-2130,LT26,Teaching Wk12
00783,LEC,1,THU,1830-2130,LKC-LT,Teaching Wk12
00783,SEM,7,MON,1430-1830,S4-CL1,
00784,LEC,1,THU,1830-2130,LT26,Teaching Wk12
00784,LEC,1,THU,1830-2130,LKC-LT,Teaching Wk12
00784,SEM,8,MON,1430-1830,S4-CL2,
00785,LEC,1,THU,1830-2130,LT26,Teaching Wk12
00785,LEC,1,THU,1830-2130,LKC-LT,Teaching Wk12
00785,SEM,9,MON,1430-1830,S4-CL3,
00786,LEC,1,THU,1830-2130,LT26,Teaching Wk12
00786,LEC,1,THU,1830-2130,LKC-LT,Teaching Wk12
00786,SEM,10,MON,1430-1830,S4-CL4,
00787,LEC,1,THU,1830-2130,LT26,Teaching Wk12
00787,LEC,1,THU,1830-2130,LKC-LT,Teaching Wk12
00787,SEM,11,MON,1430-1830,S4-CL5,
00788,LEC,1,THU,1830-2130,LT26,Teaching Wk12
00788,LEC,1,THU,1830-2130,LKC-LT,Teaching Wk12
00788,SEM,12,MON,1430-1830,S4-CL6,
00789,LEC,1,THU,1830-2130,LT26,Teaching Wk12
00789,LEC,1,THU,1830-2130,LKC-LT,Teaching Wk12
00789,SEM,13,MON,1430-1830,S4-CL7,
00790,LEC,1,THU,1830-2130,LT26,Teaching Wk12
00790,LEC,1,THU,1830-2130,LKC-LT,Teaching Wk12
00790,SEM,14,TUE,0830-1230,S4-CL1,
00791,LEC,1,THU,1830-2130,LT26,Teaching Wk12
00791,LEC,1,THU,1830-2130,LKC-LT,Teaching Wk12
00791,SEM,15,TUE,0830-1230,S4-CL2,
00792,LEC,1,THU,1830-2130,LT26,Teaching Wk12
00792,LEC,1,THU,1830-2130,LKC-LT,Teaching Wk12
00792,SEM,16,TUE,0830-1230,S4-CL3,
00793,LEC,1,THU,1830-2130,LT26,Teaching Wk12
00793,LEC,1,THU,1830-2130,LKC-LT,Teaching Wk12
00793,SEM,17,TUE,0830-1230,S4-CL4,
00794,LEC,1,THU,1830-2130,LT26,Teaching Wk12
00794,LEC,1,THU,1830-2130,LKC-LT,Teaching Wk12
00794,SEM,18,TUE,0830-1230,S4-CL5,
00795,LEC,1,THU,1830-2130,LT26,Teaching Wk12
00795,LEC,1,THU,1830-2130,LKC-LT,Teaching Wk12
00795,SEM,19,TUE,0830-1230,S4-CL6,
00796,LEC,1,THU,1830-2130,LT26,Teaching Wk12
00796,LEC,1,THU,1830-2130,LKC-LT,Teaching Wk12
00796,SEM,20,TUE,0830-1230,S4-CL7,
00797,LEC,1,THU,1830-2130,LT26,Teaching Wk12
00797,LEC,1,THU,1830-2130,LKC-LT,Teaching Wk12
00797,SEM,21,TUE,1330-1730,S4-CL1,
00798,LEC,1,THU,1830-2130,LT26,Teaching Wk12
00798,LEC,1,THU,1830-2130,LKC-LT,Teaching Wk12
00798,SEM,22,TUE,1330-1730,S4-CL2,
00799,LEC,1,THU,1830-2130,LT26,Teaching Wk12
00799,LEC,1,THU,1830-2130,LKC-LT,Teaching Wk12
00799,SEM,23,TUE,1330-1730,S4-CL3,
00800,LEC,1,THU,1830-2130,LT26,Teaching Wk12
00800,LEC,1,THU,1830-2130,LKC-LT,Teaching Wk12
00800,SEM,24,TUE,1330-1730,S4-CL4,
00801,LEC,1,THU,1830-2130,LT26,Teaching Wk12
00801,LEC,1,THU,1830-2130,LKC-LT,Teaching Wk12
00801,SEM,25,TUE,1330-1730,S4-CL5,
00802,LEC,1,THU,1830-2130,LT26,Teaching Wk12
00802,LEC,1,THU,1830-2130,LKC-LT,Teaching Wk12
00802,SEM,26,TUE,1330-1730,S4-CL6,
00803,LEC,1,THU,1830-2130,LT26,Teaching Wk12
00803,LEC,1,THU,1830-2130,LKC-LT,Teaching Wk12
00803,SEM,27,TUE,1330-1730,S4-CL7,
00804,LEC,1,THU,1830-2130,LT26,Teaching Wk12
00804,LEC,1,THU,1830-2130,LKC-LT,Teaching Wk12
00804,SEM,28,WED,0830-1230,S4-CL1,
00805,LEC,1,THU,1830-2130,LT26,Teaching Wk12
00805,LEC,1,THU,1830-2130,LKC-LT,Teaching Wk12
00805,SEM,29,WED,0830-1230,S4-CL2,
00806,LEC,1,THU,1830-2130,LT26,Teaching Wk12
00806,LEC,1,THU,1830-2130,LKC-LT,Teaching Wk12
00806,SEM,30,WED,0830-1230,S4-CL3,
00807,LEC,1,THU,1830-2130,LT26,Teaching Wk12
00807,LEC,1,THU,1830-2130,LKC-LT,Teaching Wk12
00807,SEM,31,WED,0830-1230,S4-CL4,
00808,LEC,1,THU,1830-2130,LT26,Teaching Wk12
00808,LEC,1,THU,1830-2130,LKC-LT,Teaching Wk12
00808,SEM,32,WED,0830-1230,S4-CL5,
00809,LEC,1,THU,1830-2130,LT26,Teaching Wk12
00809,LEC,1,THU,1830-2130,LKC-LT,Teaching Wk12
00809,SEM,33,WED,1430-1830,S4-CL2,
00810,LEC,1,THU,1830-2130,LT26,Teaching Wk12
00810,LEC,1,THU,1830-2130,LKC-LT,Teaching Wk12
00810,SEM,34,WED,1430-1830,S4-CL3,
00811,LEC,1,THU,1830-2130,LT26,Teaching Wk12
00811,LEC,1,THU,1830-2130,LKC-LT,Teaching Wk12
00811,SEM,35,WED,1430-1830,S4-CL4,
00812,LEC,1,THU,1830-2130,LT26,Teaching Wk12
00812,LEC,1,THU,1830-2130,LKC-LT,Teaching Wk12
00812,SEM,36,WED,1430-1830,S4-CL5,
00813,LEC,1,THU,1830-2130,LT26,Teaching Wk12
00813,LEC,1,THU,1830-2130,LKC-LT,Teaching Wk12
00813,SEM,37,WED,1430-1830,S4-CL6,
00814,LEC,1,THU,1830-2130,LT26,Teaching Wk12
00814,LEC,1,THU,1830-2130,LKC-LT,Teaching Wk12
00814,SEM,38,WED,1430-1830,S4-CL7,
00815,LEC,1,THU,1830-2130,LT26,Teaching Wk12
00815,LEC,1,THU,1830-2130,LKC-LT,Teaching Wk12
00815,SEM,39,MON,0830-1230,S4-CL7,
01011,LEC,1,THU,1830-2130,LT26,Teaching Wk12
01011,LEC,1,THU,1830-2130,LKC-LT,Teaching Wk12
01011,SEM,40,MON,0830-1230,S4-CL8,
01012,LEC,1,THU,1830-2130,LT26,Teaching Wk12
01012,LEC,1,THU,1830-2130,LKC-LT,Teaching Wk12
01012,SEM,41,MON,1430-1830,S4-CL8,
01013,LEC,1,THU,1830-2130,LT26,Teaching Wk12
01013,LEC,1,THU,1830-2130,LKC-LT,Teaching Wk12
01013,SEM,42,TUE,0830-1230,S4-CL8,
00938,SEM,1,MON,0930-1230,ONLINE,
00939,SEM,2,MON,1430-1730,ONLINE,
00940,SEM,3,TUE,1430-1730,ONLINE,
00403,LEC,1,WED,1230-1400,ONLINE,Teaching Wk5-7
00403,SEM,1,MON,0830-1230,ONLINE,Teaching Wk5
00403,SEM,1,MON,1030-1230,ONLINE,Teaching Wk4
00404,LEC,1,WED,1230-1400,ONLINE,Teaching Wk5-7
00404,SEM,2,MON,0830-1230,ONLINE,Teaching Wk5
00404,SEM,2,MON,1030-1230,ONLINE,Teaching Wk4
00405,LEC,1,WED,1230-1400,ONLINE,Teaching Wk5-7
00405,SEM,3,MON,1330-1730,ONLINE,Teaching Wk5
00405,SEM,3,MON,1330-1530,ONLINE,Teaching Wk4
00406,LEC,1,WED,1230-1400,ONLINE,Teaching Wk5-7
00406,SEM,4,MON,1330-1730,ONLINE,Teaching Wk5
00406,SEM,4,MON,1330-1530,ONLINE,Teaching Wk4
00407,LEC,1,WED,1230-1400,ONLINE,Teaching Wk5-7
00407,SEM,5,TUE,0830-1230,ONLINE,Teaching Wk5
00407,SEM,5,TUE,1030-1230,ONLINE,Teaching Wk4
00408,LEC,1,WED,1230-1400,ONLINE,Teaching Wk5-7
00408,SEM,6,TUE,0830-1230,ONLINE,Teaching Wk5
00408,SEM,6,TUE,1030-1230,ONLINE,Teaching Wk4
00409,LEC,1,WED,1230-1400,ONLINE,Teaching Wk5-7
00409,SEM,7,TUE,1330-1530,ONLINE,Teaching Wk4
00409,SEM,7,TUE,1330-1730,ONLINE,Teaching Wk5
00410,LEC,1,WED,1230-1400,ONLINE,Teaching Wk5-7
00410,SEM,8,TUE,1330-1730,ONLINE,Teaching Wk5
00410,SEM,8,TUE,1330-1530,ONLINE,Teaching Wk4
00411,LEC,1,WED,1230-1400,ONLINE,Teaching Wk5-7
00411,SEM,9,WED,0830-1230,ONLINE,Teaching Wk5
00411,SEM,9,WED,1030-1230,ONLINE,Teaching Wk4
00412,LEC,1,WED,1230-1400,ONLINE,Teaching Wk5-7
00412,SEM,10,WED,0830-1230,ONLINE,Teaching Wk5
00412,SEM,10,WED,1030-1230,ONLINE,Teaching Wk4
00413,LEC,1,WED,1230-1400,ONLINE,Teaching Wk5-7
00413,SEM,11,WED,1430-1630,ONLINE,Teaching Wk4
00413,SEM,11,WED,1430-1830,ONLINE,Teaching Wk5
00414,LEC,1,WED,1230-1400,ONLINE,Teaching Wk5-7
00414,SEM,12,WED,1430-1830,ONLINE,Teaching Wk5
00414,SEM,12,WED,1430-1630,ONLINE,Teaching Wk4
00415,LEC,1,WED,1230-1400,ONLINE,Teaching Wk5-7
00415,SEM,13,THU,0830-1230,ONLINE,Teaching Wk5
00415,SEM,13,THU,1030-1230,ONLINE,Teaching Wk4
00416,LEC,1,WED,1230-1400,ONLINE,Teaching Wk5-7
00416,SEM,14,THU,0830-1230,ONLINE,Teaching Wk5
00416,SEM,14,THU,1030-1230,ONLINE,Teaching Wk4
00417,LEC,1,WED,1230-1400,ONLINE,Teaching Wk5-7
00417,SEM,15,THU,1330-1730,ONLINE,Teaching Wk5
00417,SEM,15,THU,1330-1530,ONLINE,Teaching Wk4
00418,LEC,1,WED,1230-1400,ONLINE,Teaching Wk5-7
00418,SEM,16,THU,1330-1530,ONLINE,Teaching Wk4
00418,SEM,16,THU,1330-1730,ONLINE,Teaching Wk5
00419,LEC,1,WED,1230-1400,ONLINE,Teaching Wk5-7
00419,SEM,17,FRI,0830-1230,ONLINE,Teaching Wk5
00419,SEM,17,FRI,1030-1230,ONLINE,Teaching Wk4
00420,LEC,1,WED,1230-1400,ONLINE,Teaching Wk5-7
00420,SEM,18,FRI,0830-1230,ONLINE,Teaching Wk5
00420,SEM,18,FRI,1030-1230,ONLINE,Teaching Wk4
00421,LEC,1,WED,1230-1400,ONLINE,Teaching Wk5-7
00421,SEM,19,FRI,1330-1530,ONLINE,Teaching Wk4
00421,SEM,19,FRI,1330-1730,ONLINE,Teaching Wk5
00422,LEC,1,WED,1230-1400,ONLINE,Teaching Wk5-7
00422,SEM,20,FRI,1330-1730,ONLINE,Teaching Wk5
00422,SEM,20,FRI,1330-1530,ONLINE,Teaching Wk4
00423,LEC,1,WED,1230-1400,ONLINE,Teaching Wk5-7
00423,SEM,21,MON,0830-1230,ONLINE,Teaching Wk7
00423,SEM,21,MON,1030-1230,ONLINE,Teaching Wk6
00424,LEC,1,WED,1230-1400,ONLINE,Teaching Wk5-7
00424,SEM,22,MON,0830-1230,ONLINE,Teaching Wk7
00424,SEM,22,MON,1030-1230,ONLINE,Teaching Wk6
00425,LEC,1,WED,1230-1400,ONLINE,Teaching Wk5-7
00425,SEM,23,MON,1330-1530,ONLINE,Teaching Wk6
00425,SEM,23,MON,1330-1730,ONLINE,Teaching Wk7
00426,LEC,1,WED,1230-1400,ONLINE,Teaching Wk5-7
00426,SEM,24,MON,1330-1730,ONLINE,Teaching Wk7
00426,SEM,24,MON,1330-1530,ONLINE,Teaching Wk6
